test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
AT5G39770	AT5G39770	AT5G39770	5:15919240-15927549	GL_12h_control	HL_12h_treatment	NOTEST	0.00526238	0.0101775	0.951594	0	1	1	no
AT5G39785	AT5G39785	AT5G39785	5:15929187-15932276	GL_12h_control	HL_12h_treatment	OK	4.00568	6.25838	0.643743	2.36643	0.0008	0.00429167	yes
AT5G39790	AT5G39790	AT5G39790	5:15932713-15935261	GL_12h_control	HL_12h_treatment	OK	8.9285	13.4786	0.594181	2.25726	0.00195	0.00928348	yes
AT5G39800	AT5G39800	AT5G39800	5:15935463-15937132	GL_12h_control	HL_12h_treatment	OK	13.5061	15.8949	0.234953	0.787432	0.2565	0.448594	no
AT5G39810	AT5G39810	AGL98	5:15937277-15938344	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G39820	AT5G39820	ANAC094	5:15939299-15940491	GL_12h_control	HL_12h_treatment	NOTEST	0.350775	0.206602	-0.763695	0	1	1	no
AT5G39830	AT5G39830	DEGP8	5:15942796-15945827	GL_12h_control	HL_12h_treatment	OK	54.0387	55.1506	0.0293824	0.130685	0.8487	0.924471	no
AT5G39840	AT5G39840	AT5G39840	5:15946768-15949186	GL_12h_control	HL_12h_treatment	OK	5.07953	6.74006	0.408067	1.60602	0.0222	0.0708083	no
AT5G39850	AT5G39850	RPS9C	5:15950021-15951425	GL_12h_control	HL_12h_treatment	OK	18.3413	27.417	0.579977	2.34669	0.0011	0.0056861	yes
AT5G39860	AT5G39860	PRE1	5:15957416-15958455	GL_12h_control	HL_12h_treatment	OK	3.57248	0.594687	-2.58672	-3.84768	0.0002	0.00126516	yes
AT5G39861	AT5G39861	AT5G39861	5:15960353-15961397	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G39862	AT5G39862	AT5G39862	5:15961510-15964681	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G39863	AT5G39863	AT5G39863	5:15964720-15965170	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G39865	AT5G39865	AT5G39865	5:15965460-15967173	GL_12h_control	HL_12h_treatment	OK	0.703341	0.313073	-1.16773	-1.89941	0.0134	0.0471844	yes
AT5G39870	AT5G39870	AT5G39870	5:15968621-15970046	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G39880	AT5G39880	AT5G39880	5:15970886-15972237	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G39890	AT5G39890	PCO2	5:15974392-15976270	GL_12h_control	HL_12h_treatment	OK	4.29113	3.14755	-0.447131	-1.34282	0.0556	0.146871	no
AT5G39895	AT5G39895	AT5G39895	5:15976286-15976359	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G39900	AT5G39900	AT5G39900	5:15976546-15979001	GL_12h_control	HL_12h_treatment	OK	4.19998	4.24842	0.0165456	0.0611184	0.93065	0.968873	no
AT5G39910	AT5G39910	AT5G39910	5:15979411-15981671	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G39920	AT5G39920	AT5G39920	5:15982172-15983136	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G39940	AT5G39940	AT5G39940	5:15987460-15991931	GL_12h_control	HL_12h_treatment	OK	8.55998	7.57704	-0.175973	-0.36412	0.6071	0.767827	no
AT5G39950	AT5G39950	TRX2	5:15987460-15991931	GL_12h_control	HL_12h_treatment	OK	81.0128	85.0872	0.0707916	0.270109	0.70235	0.836992	no
AT5G39955	AT5G39955	AT5G39955	5:15992433-15992928	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G39960	AT5G39960	AT5G39960	5:15994020-15997058	GL_12h_control	HL_12h_treatment	OK	5.67721	7.53718	0.408844	1.63478	0.0191	0.0629594	no
AT5G39970	AT5G39970	AT5G39970	5:15998024-16003072	GL_12h_control	HL_12h_treatment	OK	3.78085	2.40321	-0.653746	-1.45863	0.04245	0.118921	no
AT5G39980	AT5G39980	AT5G39980	5:15998024-16003072	GL_12h_control	HL_12h_treatment	OK	6.07425	6.89849	0.183575	0.635018	0.36535	0.565592	no
AT5G39990	AT5G39990	AT5G39990	5:16004280-16006740	GL_12h_control	HL_12h_treatment	OK	15.9872	14.006	-0.190866	-0.81625	0.24095	0.431187	no
AT5G39995	AT5G39995	AT5G39995	5:16008537-16009596	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40000	AT5G40000	AT5G40000	5:16011071-16012484	GL_12h_control	HL_12h_treatment	OK	0.172679	1.55405	3.16987	4.26458	0.00035	0.0020747	yes
AT5G40010	AT5G40010	AATP1	5:16020217-16021762	GL_12h_control	HL_12h_treatment	OK	0.665001	5.85044	3.13712	7.29933	5e-05	0.000354903	yes
AT5G40020	AT5G40020	AT5G40020	5:16022752-16024316	GL_12h_control	HL_12h_treatment	OK	4.94674	5.76457	0.220736	0.662254	0.34825	0.549611	no
AT5G40030	AT5G40030	AT5G40030	5:16026226-16028283	GL_12h_control	HL_12h_treatment	OK	1.94413	1.31969	-0.558919	-1.38074	0.0533	0.142118	no
AT5G40040	AT5G40040	RPP2E	5:16029751-16030313	GL_12h_control	HL_12h_treatment	OK	0.689249	0.997989	0.533997	0.617083	0.37945	0.578494	no
AT5G40050	AT5G40050	AT5G40050	5:16032082-16033551	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40060	AT5G40060	AT5G40060	5:16034575-16039096	GL_12h_control	HL_12h_treatment	OK	3.81004	3.2254	-0.240327	-0.952363	0.1812	0.353374	no
AT5G40070	AT5G40070	AT5G40070	5:16039178-16039747	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40080	AT5G40080	AT5G40080	5:16039944-16041623	GL_12h_control	HL_12h_treatment	OK	12.2779	13.4229	0.128632	0.424887	0.5434	0.720492	no
AT5G40090	AT5G40090	AT5G40090	5:16041918-16043494	GL_12h_control	HL_12h_treatment	OK	0.966607	0.509533	-0.923755	-1.71784	0.0206	0.0667913	no
AT5G40100	AT5G40100	AT5G40100	5:16043928-16047355	GL_12h_control	HL_12h_treatment	OK	1.00088	0.592379	-0.756679	-1.90895	0.00925	0.0346771	yes
AT5G40110	AT5G40110	AT5G40110	5:16049933-16050776	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40120	AT5G40120	AGL76	5:16051878-16053036	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40130	AT5G40130	AT5G40130	5:16053696-16054056	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40140	AT5G40140	PUB40	5:16057346-16058999	GL_12h_control	HL_12h_treatment	OK	6.42526	6.03118	-0.0913134	-0.340536	0.62595	0.781269	no
AT5G40150	AT5G40150	PER63	5:16059508-16061043	GL_12h_control	HL_12h_treatment	OK	11.2965	6.98169	-0.694233	-2.69759	0.0002	0.00126516	yes
AT5G40160	AT5G40160	EMB506	5:16061890-16064349	GL_12h_control	HL_12h_treatment	OK	37.5075	52.0427	0.472518	2.08661	0.0035	0.0152986	yes
AT5G40170	AT5G40170	AtRLP54	5:16065090-16067574	GL_12h_control	HL_12h_treatment	OK	14.338	9.01851	-0.668883	-2.86291	5e-05	0.000354903	yes
AT5G40180	AT5G40180	AT5G40180	5:16067922-16068206	GL_12h_control	HL_12h_treatment	OK	1.48489	2.13793	0.525863	0.20395	0.6829	0.82263	no
AT5G40190	AT5G40190	AT5G40190	5:16069176-16069948	GL_12h_control	HL_12h_treatment	OK	27.6398	29.8664	0.111773	0.459562	0.51505	0.698224	no
AT5G40200	AT5G40200	DEGP9	5:16070329-16073314	GL_12h_control	HL_12h_treatment	OK	24.0656	25.1398	0.0629993	0.27859	0.6911	0.828437	no
AT5G40210	AT5G40210	AT5G40210	5:16073619-16076117	GL_12h_control	HL_12h_treatment	OK	1.25757	4.76647	1.92228	4.68544	5e-05	0.000354903	yes
AT5G40220	AT5G40220	AGL43	5:16078389-16079364	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40230	AT5G40230	AT5G40230	5:16079647-16081735	GL_12h_control	HL_12h_treatment	OK	1.46458	1.56789	0.0983404	0.22505	0.74925	0.866181	no
AT5G40240	AT5G40240	AT5G40240	5:16082124-16084810	GL_12h_control	HL_12h_treatment	OK	11.5084	7.0408	-0.708878	-2.71271	0.00025	0.00154211	yes
AT5G40250	AT5G40250	ATL46	5:16085763-16087543	GL_12h_control	HL_12h_treatment	OK	13.3426	13.2011	-0.0153809	-0.0647429	0.92745	0.967269	no
AT5G40260	AT5G40260	SWEET8	5:16089756-16091753	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40270	AT5G40270	AT5G40270	5:16093171-16097232	GL_12h_control	HL_12h_treatment	OK	5.95487	7.09039	0.251795	0.960852	0.17255	0.341444	no
AT5G40280	AT5G40280	FTB	5:16101390-16104961	GL_12h_control	HL_12h_treatment	OK	6.54169	6.48342	-0.0129097	-0.0483547	0.9431	0.973798	no
AT5G40300	AT5G40300	AT5G40300	5:16110687-16112968	GL_12h_control	HL_12h_treatment	OK	12.1495	13.3304	0.133833	0.526986	0.4524	0.645247	no
AT5G40310	AT5G40310	AT5G40310	5:16113271-16115816	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40316	AT5G40316	AT5G40316	5:16119295-16120018	GL_12h_control	HL_12h_treatment	OK	0.767466	0.569496	-0.430417	-0.537597	0.4513	0.644232	no
AT5G40320	AT5G40320	AT5G40320	5:16121756-16123541	GL_12h_control	HL_12h_treatment	NOTEST	0.180099	0.0592972	-1.60275	0	1	1	no
AT5G40330	AT5G40330	MYB23	5:16127724-16129655	GL_12h_control	HL_12h_treatment	OK	4.524	4.16914	-0.117848	-0.337043	0.63465	0.788188	no
AT5G40340	AT5G40340	AT5G40340	5:16131653-16134916	GL_12h_control	HL_12h_treatment	OK	17.9028	18.7342	0.0654856	0.290397	0.67725	0.81875	no
AT5G40360	AT5G40360	MYB115	5:16145140-16146621	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40370	AT5G40370	GRXC2	5:16147593-16149198	GL_12h_control	HL_12h_treatment	OK	132.162	172.254	0.38223	1.69688	0.0164	0.0557988	no
AT5G40380	AT5G40380	CRK42	5:16151771-16155683	GL_12h_control	HL_12h_treatment	OK	8.84753	4.72053	-0.906327	-3.60133	5e-05	0.000354903	yes
AT5G40382	AT5G40382	AT5G40382	5:16151771-16155683	GL_12h_control	HL_12h_treatment	OK	0.771095	0.346064	-1.15587	-0.431795	0.6232	0.779623	no
AT5G40384	AT5G40384	MIR866A	5:16157822-16157948	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40390	AT5G40390	RFS5	5:16161514-16165357	GL_12h_control	HL_12h_treatment	OK	29.8037	33.3881	0.163844	0.729774	0.2916	0.488173	no
AT5G40400	AT5G40400	AT5G40400	5:16166437-16168841	GL_12h_control	HL_12h_treatment	OK	2.23157	2.44382	0.131075	0.426432	0.54505	0.721593	no
AT5G40405	AT5G40405	PCMP-H14	5:16169314-16171153	GL_12h_control	HL_12h_treatment	OK	1.76216	1.94619	0.143308	0.401391	0.5741	0.743868	no
AT5G40410	AT5G40410	PCMP-H15	5:16171373-16173226	GL_12h_control	HL_12h_treatment	OK	0.712997	0.760138	0.0923669	0.189652	0.7877	0.890259	no
AT5G40420	AT5G40420	OLEO2	5:16173392-16174783	GL_12h_control	HL_12h_treatment	NOTEST	0.169953	0.113696	-0.579962	0	1	1	no
AT5G40430	AT5G40430	MYB22	5:16176426-16177731	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40440	AT5G40440	MKK3	5:16181681-16184627	GL_12h_control	HL_12h_treatment	OK	4.62303	7.26618	0.652356	2.42072	0.00075	0.00405979	yes
AT5G40450	AT5G40450	AT5G40450	5:16184649-16195651	GL_12h_control	HL_12h_treatment	OK	38.0576	11.1996	-1.76473	-7.57582	5e-05	0.000354903	yes
AT5G40460	AT5G40460	AT5G40460	5:16202246-16202932	GL_12h_control	HL_12h_treatment	OK	3.54035	3.42831	-0.0463917	-0.107692	0.8749	0.938509	no
AT5G40470	AT5G40470	AT5G40470	5:16208008-16209897	GL_12h_control	HL_12h_treatment	OK	5.35473	5.01232	-0.0953334	-0.352708	0.6117	0.770645	no
AT5G40480	AT5G40480	GB210	5:16213221-16224058	GL_12h_control	HL_12h_treatment	OK	11.9541	14.7024	0.298548	1.32612	0.0611	0.15773	no
AT5G40490	AT5G40490	AT5G40490	5:16225375-16227709	GL_12h_control	HL_12h_treatment	OK	18.4777	21.5413	0.22132	0.957859	0.1753	0.345428	no
AT5G40500	AT5G40500	AT5G40500	5:16227833-16228693	GL_12h_control	HL_12h_treatment	OK	21.8253	20.9004	-0.062474	-0.23917	0.7373	0.859413	no
AT5G40510	AT5G40510	AT5G40510	5:16229187-16231098	GL_12h_control	HL_12h_treatment	OK	10.6521	2.91166	-1.87122	-6.14588	5e-05	0.000354903	yes
AT5G40520	AT5G40520	AT5G40520	5:16231253-16234316	GL_12h_control	HL_12h_treatment	OK	5.0786	5.74113	0.176904	0.69513	0.3231	0.52336	no
AT5G40530	AT5G40530	AT5G40530	5:16234496-16236256	GL_12h_control	HL_12h_treatment	OK	11.514	12.4991	0.118435	0.456258	0.50755	0.692408	no
AT5G40540	AT5G40540	AT5G40540	5:16237297-16239601	GL_12h_control	HL_12h_treatment	OK	5.06608	5.51399	0.122227	0.431033	0.53565	0.714034	no
AT5G40545	AT5G40545	AT5G40545	5:16239637-16239709	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40550	AT5G40550	AT5G40550	5:16241008-16243381	GL_12h_control	HL_12h_treatment	OK	6.07808	6.54588	0.10697	0.371747	0.60035	0.763345	no
AT5G40560	AT5G40560	DegP13	5:16244542-16246519	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40570	AT5G40570	AT5G40570	5:16246785-16250894	GL_12h_control	HL_12h_treatment	OK	2.59033	2.97398	0.199259	0.120775	0.85875	0.929831	no
AT5G40580	AT5G40580	PBB2	5:16246785-16250894	GL_12h_control	HL_12h_treatment	OK	46.2976	123.609	1.41678	6.22313	5e-05	0.000354903	yes
AT5G40590	AT5G40590	AT5G40590	5:16251436-16252412	GL_12h_control	HL_12h_treatment	OK	9.10789	25.5705	1.48929	5.6438	5e-05	0.000354903	yes
AT5G40595	AT5G40595	AT5G40595	5:16253468-16256829	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40600	AT5G40600	AT5G40600	5:16253468-16256829	GL_12h_control	HL_12h_treatment	OK	2.01634	2.70847	0.42574	1.39564	0.04755	0.129951	no
AT5G40610	AT5G40610	DHAPRD	5:16264860-16267354	GL_12h_control	HL_12h_treatment	OK	19.8899	15.3124	-0.377333	-1.60008	0.0234	0.0740119	no
AT5G40620	AT5G40620	AT5G40620	5:16269262-16269655	GL_12h_control	HL_12h_treatment	NOTEST	0.201307	0.0942179	-1.09532	0	1	1	no
AT5G40630	AT5G40630	AT5G40630	5:16271139-16272470	GL_12h_control	HL_12h_treatment	OK	1.62097	1.58853	-0.0291684	-0.0548071	0.93375	0.969807	no
AT5G40640	AT5G40640	AT5G40640	5:16277041-16280972	GL_12h_control	HL_12h_treatment	OK	5.62529	5.84359	0.0549289	0.214113	0.75805	0.871915	no
AT5G40650	AT5G40650	SDH2-2	5:16281403-16285326	GL_12h_control	HL_12h_treatment	OK	30.4034	34.0536	0.163573	0.531678	0.45125	0.644203	no
AT5G40660	AT5G40660	AT5G40660	5:16281403-16285326	GL_12h_control	HL_12h_treatment	OK	19.1349	27.3112	0.513288	1.51857	0.02955	0.0893	no
AT5G40670	AT5G40670	AT5G40670	5:16285710-16287793	GL_12h_control	HL_12h_treatment	OK	42.0123	64.0921	0.609332	2.70017	0.00025	0.00154211	yes
AT5G40690	AT5G40690	AT5G40690	5:16290710-16291583	GL_12h_control	HL_12h_treatment	OK	15.2211	29.9727	0.977576	3.9013	5e-05	0.000354903	yes
AT5G40700	AT5G40700	AT5G40700	5:16291754-16293513	GL_12h_control	HL_12h_treatment	OK	5.91798	3.74486	-0.660191	-2.0779	0.00385	0.0165699	yes
AT5G40710	AT5G40710	AT5G40710	5:16295035-16297004	GL_12h_control	HL_12h_treatment	OK	8.75785	8.88151	0.0202288	0.0727589	0.918	0.962158	no
AT5G40720	AT5G40720	AT5G40720	5:16297897-16300001	GL_12h_control	HL_12h_treatment	OK	2.20725	1.95267	-0.176807	-0.528628	0.4606	0.653014	no
AT5G40730	AT5G40730	AGP24	5:16301074-16301520	GL_12h_control	HL_12h_treatment	OK	72.9729	21.6374	-1.75383	-6.38194	5e-05	0.000354903	yes
AT5G40740	AT5G40740	AT5G40740	5:16301913-16306413	GL_12h_control	HL_12h_treatment	OK	8.40715	7.12066	-0.239607	-0.997289	0.1596	0.322323	no
AT5G40750	AT5G40750	AT5G40750	5:16308355-16309819	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40760	AT5G40760	ACG12	5:16310747-16314774	GL_12h_control	HL_12h_treatment	OK	29.3074	38.2401	0.383822	1.70406	0.015	0.0517953	no
AT5G40770	AT5G40770	PHB3	5:16314849-16316719	GL_12h_control	HL_12h_treatment	OK	69.2146	102.463	0.56595	2.51153	0.00035	0.0020747	yes
AT5G40780	AT5G40780	LHT1	5:16323650-16327281	GL_12h_control	HL_12h_treatment	OK	9.58598	14.461	0.593174	2.42715	0.00045	0.0025899	yes
AT5G40790	AT5G40790	AT5G40790	5:16330114-16331026	GL_12h_control	HL_12h_treatment	OK	0.13401	1.79056	3.74	3.59712	0.00825	0.0315421	yes
AT5G40800	AT5G40800	AT5G40800	5:16334809-16335628	GL_12h_control	HL_12h_treatment	OK	0.709518	14.8813	4.39052	8.07901	5e-05	0.000354903	yes
AT5G40810	AT5G40810	CYC12	5:16339892-16342644	GL_12h_control	HL_12h_treatment	OK	114.371	123.189	0.107151	0.472819	0.49685	0.682802	no
AT5G40820	AT5G40820	ATR	5:16342744-16353898	GL_12h_control	HL_12h_treatment	OK	0.983317	0.916329	-0.101791	-0.374217	0.58985	0.755119	no
AT5G40830	AT5G40830	AT5G40830	5:16354379-16356289	GL_12h_control	HL_12h_treatment	OK	20.6902	13.694	-0.595411	-2.53084	0.0003	0.00181117	yes
AT5G40840	AT5G40840	SYN2	5:16359429-16363814	GL_12h_control	HL_12h_treatment	OK	2.51159	2.34886	-0.0966393	-0.326054	0.6412	0.792944	no
AT5G40847	AT5G40847	AT5G40847	5:16365724-16365841	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40850	AT5G40850	UPM1	5:16366352-16369099	GL_12h_control	HL_12h_treatment	OK	89.027	61.0769	-0.543616	-2.41582	0.0004	0.00233263	yes
AT5G40860	AT5G40860	AT5G40860	5:16370367-16371985	GL_12h_control	HL_12h_treatment	OK	1.63272	0.347357	-2.23279	-2.87301	0.00295	0.0132379	yes
AT5G40870	AT5G40870	UKL1	5:16374907-16378652	GL_12h_control	HL_12h_treatment	OK	14.2383	12.0716	-0.238151	-1.00493	0.14965	0.307438	no
AT5G40880	AT5G40880	ZFWD3	5:16378894-16385319	GL_12h_control	HL_12h_treatment	OK	4.16191	4.39767	0.0794928	0.0821282	0.90765	0.956562	no
AT5G40890	AT5G40890	CLC-A	5:16378894-16385319	GL_12h_control	HL_12h_treatment	OK	60.5345	39.8041	-0.604841	-2.58449	0.0003	0.00181117	yes
AT5G40900	AT5G40900	AT5G40900	5:16391835-16393375	GL_12h_control	HL_12h_treatment	NOTEST	0.146459	0.0244674	-2.58156	0	1	1	no
AT5G40910	AT5G40910	AT5G40910	5:16395506-16399129	GL_12h_control	HL_12h_treatment	OK	13.6764	14.4704	0.0814176	0.359881	0.60335	0.76549	no
AT5G40920	AT5G40920	AT5G40920	5:16400653-16404325	GL_12h_control	HL_12h_treatment	OK	3.83837	3.55157	-0.11204	-0.438078	0.52515	0.705795	no
AT5G40930	AT5G40930	TOM20-4	5:16404456-16406002	GL_12h_control	HL_12h_treatment	OK	33.0537	46.8309	0.502649	2.13635	0.0029	0.0130542	yes
AT5G40940	AT5G40940	FLA20	5:16406655-16407930	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40942	AT5G40942	RNR2B	5:16408165-16409165	GL_12h_control	HL_12h_treatment	OK	3.12148	1.76103	-0.825814	-1.96501	0.00755	0.0293443	yes
AT5G40945	AT5G40945	AT5G40945	5:16410584-16410665	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40950	AT5G40950	RPL27	5:16410781-16412063	GL_12h_control	HL_12h_treatment	OK	533.799	449.651	-0.247489	-1.0343	0.13815	0.290338	no
AT5G40960	AT5G40960	AT5G40960	5:16412590-16413202	GL_12h_control	HL_12h_treatment	OK	4.46249	7.48364	0.745891	1.91605	0.00875	0.0331018	yes
AT5G40970	AT5G40970	AT5G40970	5:16414037-16414504	GL_12h_control	HL_12h_treatment	OK	16.3772	15.4803	-0.081257	-0.250851	0.72095	0.849165	no
AT5G40980	AT5G40980	AT5G40980	5:16414847-16415220	GL_12h_control	HL_12h_treatment	OK	18.9337	18.0334	-0.0702853	-0.197836	0.779	0.883992	no
AT5G40981	AT5G40981	AT5G40981	5:16415856-16415952	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G40990	AT5G40990	GLIP1	5:16418919-16420400	GL_12h_control	HL_12h_treatment	OK	0.102877	1.5271	3.8918	3.74967	0.0085	0.0323204	yes
AT5G41000	AT5G41000	YSL4	5:16420779-16423830	GL_12h_control	HL_12h_treatment	OK	3.6506	2.50431	-0.54372	-1.86178	0.0086	0.0326488	yes
AT5G41010	AT5G41010	NRPB12	5:16424049-16424952	GL_12h_control	HL_12h_treatment	OK	311.47	418.169	0.424995	1.53706	0.02965	0.0895394	no
AT5G41020	AT5G41020	AT5G41020	5:16425882-16427797	GL_12h_control	HL_12h_treatment	OK	14.9702	16.3106	0.123716	0.532067	0.44475	0.638558	no
AT5G41030	AT5G41030	TCP6	5:16428705-16429437	GL_12h_control	HL_12h_treatment	NOTEST	0.107633	0.0719246	-0.581559	0	1	1	no
AT5G41040	AT5G41040	HHT1	5:16431373-16433305	GL_12h_control	HL_12h_treatment	OK	30.3798	34.651	0.189785	0.840707	0.2292	0.417221	no
AT5G41050	AT5G41050	AT5G41050	5:16433316-16434318	GL_12h_control	HL_12h_treatment	OK	26.6238	17.4992	-0.60543	-2.45723	0.0006	0.00333744	yes
AT5G41060	AT5G41060	PAT06	5:16435321-16437699	GL_12h_control	HL_12h_treatment	OK	12.0691	10.2725	-0.232531	-0.939706	0.18065	0.352652	no
AT5G41070	AT5G41070	DRB5	5:16438306-16440046	GL_12h_control	HL_12h_treatment	OK	9.69517	19.4792	1.0066	4.11265	5e-05	0.000354903	yes
AT5G41071	AT5G41071	AT5G41071	5:16440068-16440251	GL_12h_control	HL_12h_treatment	OK	1.86574	7.24063	1.95637	0.900094	0.08495	0.202437	no
AT5G41080	AT5G41080	GDPD2	5:16441743-16443985	GL_12h_control	HL_12h_treatment	OK	19.0458	12.416	-0.617268	-2.54137	0.00035	0.0020747	yes
AT5G41090	AT5G41090	anac095	5:16445763-16446537	GL_12h_control	HL_12h_treatment	NOTEST	0.0437428	0.0436529	-0.00296802	0	1	1	no
AT5G41100	AT5G41100	AT5G41100	5:16447221-16450881	GL_12h_control	HL_12h_treatment	OK	6.49748	8.25317	0.345067	1.39573	0.0479	0.130626	no
AT5G41109	AT5G41109	AT5G41109	5:16451469-16454989	GL_12h_control	HL_12h_treatment	OK	30.0713	58.5389	0.961009	0.626034	0.3823	0.581149	no
AT5G41110	AT5G41110	AT5G41110	5:16451469-16454989	GL_12h_control	HL_12h_treatment	OK	3.73257	3.58201	-0.0593984	-0.214279	0.75885	0.872603	no
AT5G41120	AT5G41120	AT5G41120	5:16455187-16459237	GL_12h_control	HL_12h_treatment	OK	2.88139	4.33846	0.590419	2.08268	0.00375	0.0162042	yes
AT5G41130	AT5G41130	AT5G41130	5:16459583-16463272	GL_12h_control	HL_12h_treatment	OK	3.15728	2.58661	-0.287623	-0.966283	0.1635	0.328202	no
AT5G41140	AT5G41140	AT5G41140	5:16468433-16477013	GL_12h_control	HL_12h_treatment	OK	18.5411	9.93779	-0.899728	-3.31826	5e-05	0.000354903	yes
AT5G41150	AT5G41150	UVH1	5:16468433-16477013	GL_12h_control	HL_12h_treatment	OK	5.64973	5.57722	-0.0186349	-0.041802	0.95075	0.976549	no
AT5G41160	AT5G41160	PUP12	5:16477359-16478436	GL_12h_control	HL_12h_treatment	OK	1.19431	0.968062	-0.303001	-0.566188	0.4245	0.620722	no
AT5G41170	AT5G41170	AT5G41170	5:16478485-16480584	GL_12h_control	HL_12h_treatment	OK	0.910704	1.42923	0.650181	1.63302	0.0224	0.0713512	no
AT5G41180	AT5G41180	AT5G41180	5:16483870-16487426	GL_12h_control	HL_12h_treatment	OK	8.14262	7.77489	-0.0666706	-0.275074	0.7009	0.835924	no
AT5G41190	AT5G41190	AT5G41190	5:16487474-16490101	GL_12h_control	HL_12h_treatment	OK	20.7276	24.475	0.239756	1.05751	0.12995	0.277101	no
AT5G41200	AT5G41200	AGL75	5:16490543-16491536	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G41210	AT5G41210	GSTT1	5:16492319-16493994	GL_12h_control	HL_12h_treatment	OK	69.6879	82.5596	0.244526	1.08754	0.1216	0.264579	no
AT5G41220	AT5G41220	GSTT3	5:16494425-16497068	GL_12h_control	HL_12h_treatment	OK	6.13407	6.29333	0.0369789	0.143563	0.84395	0.922177	no
AT5G41240	AT5G41240	GSTT2	5:16498154-16500858	GL_12h_control	HL_12h_treatment	OK	4.87799	5.02243	0.0420985	0.155813	0.8227	0.910402	no
AT5G41250	AT5G41250	AT5G41250	5:16501216-16502902	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G41260	AT5G41260	AT5G41260	5:16503773-16507475	GL_12h_control	HL_12h_treatment	OK	16.3081	14.844	-0.135709	-0.588766	0.40025	0.598198	no
AT5G41265	AT5G41265	AT5G41265	5:16507532-16507604	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT5G41270	AT5G41270	AT5G41270	5:16507708-16508879	GL_12h_control	HL_12h_treatment	OK	5.42653	5.79775	0.0954627	0.290791	0.6817	0.822103	no
AT5G41280	AT5G41280	CRRSP57	5:16509508-16510929	GL_12h_control	HL_12h_treatment	NOTEST	0.258438	0.103863	-1.31513	0	1	1	no
AT5G41290	AT5G41290	CRRSP58	5:16512325-16513500	GL_12h_control	HL_12h_treatment	NOTEST	0.34479	0.336303	-0.0359569	0	1	1	no
AT5G41300	AT5G41300	CRRSP59	5:16515003-16516102	GL_12h_control	HL_12h_treatment	NOTEST	0.229669	0.221229	-0.0540202	0	1	1	no
AT5G41310	AT5G41310	AT5G41310	5:16516633-16522392	GL_12h_control	HL_12h_treatment	NOTEST	0.0564636	0.0269973	-1.0645	0	1	1	no
AT5G41315	AT5G41315	GL3	5:16529454-16532879	GL_12h_control	HL_12h_treatment	OK	1.2528	5.41012	2.1105	6.25456	5e-05	0.000354903	yes
